title,title_KO,title_ORG,type,genres,genres_KO,releaseYear,length,ratings,production_countries,imdbAverageRating,imdbNumVotes,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,length_in_minutes
deo-king-henri-5se,더 킹: 헨리 5세,The King,movie,"War, Dramas, History, Romance","전쟁, 드라마, 역사, 로맨스",2019,2시간 20분,N/A,"호주, 미국",7.3,158k,False,Netflix,David Michôd,2,9 DAYS,37 DAYS,319 DAYS,140.0
konseutanteu-gadeuneo,콘스탄트 가드너,The Constant Gardener,movie,"Dramas, Thriller, Romance","드라마, 스릴러, 로맨스",2005,2시간 9분,15,"미국, China, 독일, 영국",7.3,150k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Fernando Meirelles,28,0 DAYS,10 DAYS,133 DAYS,129.0
cocomelon,코코멜론,Cocomelon,tv,"Anime, Family, Music","애니메이션, 가족, 음악",2020,11분,ALL,"미국, 영국",N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,26,0 DAYS,4 DAYS,55 DAYS,11.0
teomineiteo-jero,터미네이터 제로,ターミネーター 0,tv,"Sci-Fi, Action, Anime","SF, 액션, 애니메이션",2024,28분,19,"일본, 미국",N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,1,11 DAYS,34 DAYS,77 DAYS,28.0
jon-wig-rirodeu,존 윅 2: 리로드,John Wick: Chapter 2,movie,"Thriller, Crime, Action","스릴러, 범죄, 액션",2017,2시간 2분,N/A,미국,7.4,526k,True,"Netflix, Netflix basic with Ads, Watcha",Chad Stahelski,1,74 DAYS,911 DAYS,2654 DAYS,122.0
seonsan,선산,N/A,tv,"Dramas, Thriller, Crime","드라마, 스릴러, 범죄",2024,47분,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Min Hong-nam,1,5 DAYS,15 DAYS,214 DAYS,47.0
thirst,박쥐,N/A,movie,"Dramas, Horror, Thriller, Fantasy, Romance","드라마, 공포, 스릴러, 판타지, 로맨스",2009,2시간 9분,N/A,"미국, 대한민국",7.1,52k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Park Chan-wook,18,0 DAYS,18 DAYS,926 DAYS,129.0
kwinseu-gaembis,퀸스 갬빗,The Queen's Gambit,tv,Dramas,드라마,2020,56분,19,미국,8.5,584k,False,"Netflix, Netflix basic with Ads",N/A,1,45 DAYS,402 DAYS,1387 DAYS,56.0
seuta-teureg-enteopeuraijeu,스타 트렉: 엔터프라이즈,Star Trek: Enterprise,tv,"Sci-Fi, Action, Dramas","SF, 액션, 드라마",2001,44분,12,미국,7.6,61k,False,"Netflix, Netflix basic with Ads",N/A,4,1 DAYS,15 DAYS,1015 DAYS,44.0
fortune-seller-a-tv-scam,행운을 팝니다: 방송 사기 스캔들,Wanna,tv,"Documentary, Crime","다큐멘터리, 범죄",2022,47분,N/A,이탈리아,6.7,998,False,"Netflix, Netflix basic with Ads",Nicola Prosatore,10,1 DAYS,3 DAYS,16 DAYS,47.0
night-swim,暗泳,Night Swim,movie,"Horror, Thriller","공포, 스릴러",2024,1시간 38분,N/A,"영국, 호주, 미국",4.7,25k,True,"Netflix, wavve, Netflix basic with Ads",Bryce McGuire,1,3 DAYS,6 DAYS,176 DAYS,98.0
meoni-monseuteo,머니 몬스터,Money Monster,movie,"Dramas, Thriller, Crime, Action","드라마, 스릴러, 범죄, 액션",2016,1시간 38분,15,미국,6.5,108k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Jodie Foster,4,3 DAYS,52 DAYS,403 DAYS,98.0
seutilweoteo,스틸워터,Stillwater,movie,"Dramas, Thriller, Crime","드라마, 스릴러, 범죄",2021,2시간 19분,N/A,미국,6.6,60k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Tom McCarthy,3,1 DAYS,26 DAYS,544 DAYS,139.0
magic-in-the-moonlight,매직 인 더 문라이트,Magic in the Moonlight,movie,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2014,1시간 38분,N/A,"프랑스, 영국, 미국",6.5,72k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Woody Allen,2,2 DAYS,6 DAYS,134 DAYS,98.0
purple-hearts,퍼플 하트,Purple Hearts,movie,"Music, Romance, Dramas","음악, 로맨스, 드라마",2022,2시간 2분,15,미국,6.7,58k,False,"Netflix, Netflix basic with Ads",Elizabeth Allen Rosenbaum,13,0 DAYS,18 DAYS,65 DAYS,122.0
collateral,콜래트럴 이펙트,Collateral,tv,"Thriller, Dramas, Crime","스릴러, 드라마, 범죄",2018,57분,N/A,영국,6.8,22k,False,"Netflix, Netflix basic with Ads",S.J. Clarkson,3,4 DAYS,15 DAYS,324 DAYS,57.0
signal,시그널,N/A,tv,"Dramas, Sci-Fi, Thriller, Crime, Fantasy","드라마, SF, 스릴러, 범죄, 판타지",2016,1시간 11분,15,대한민국,8.5,10k,True,"Netflix, Netflix basic with Ads, Naver Store",Kim Won-Seok,1,9 DAYS,69 DAYS,2637 DAYS,71.0
di-aweoseu,디 아워스,The Hours,movie,"Dramas, Romance","드라마, 로맨스",2002,1시간 54분,N/A,"영국, 미국",7.5,142k,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",Stephen Daldry,12,0 DAYS,21 DAYS,804 DAYS,114.0
caught-in-the-web-the-murders-behind-zona-divas,포털: 살해당한 디바들,El portal: La historia oculta de Zona Divas,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,42분,19,멕시코,6.0,262,False,"Netflix, Netflix basic with Ads",N/A,2,2 DAYS,5 DAYS,59 DAYS,42.0
hell-or-high-water,로스트 인 더스트,Hell or High Water,movie,"Western, Dramas, Crime, Thriller","서부, 드라마, 범죄, 스릴러",2016,1시간 42분,15,미국,7.6,258k,True,"Netflix, wavve, Watcha, Naver Store",David Mackenzie,1,8 DAYS,167 DAYS,1761 DAYS,102.0
dong-jing-can-zhong-tokiyoguru,도쿄 구울,東京喰種トーキョーグール,tv,"Dramas, Sci-Fi, Anime, Horror, Thriller, Action, Fantasy","드라마, SF, 애니메이션, 공포, 스릴러, 액션, 판타지",2014,24분,19,일본,7.7,68k,False,"Netflix, Netflix basic with Ads",N/A,5,4 DAYS,50 DAYS,1515 DAYS,24.0
kareumen-sandiego,카르멘 산디에고,Carmen Sandiego,tv,"Action, Anime, Family, Thriller","액션, 애니메이션, 가족, 스릴러",2019,23분,ALL,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,2,4 DAYS,11 DAYS,428 DAYS,23.0
seongsilhan-narayi-aelriseu,성실한 나라의 앨리스,N/A,movie,"Dramas, Comedy, Thriller","드라마, 코미디, 스릴러",2015,1시간 27분,N/A,대한민국,6.8,609,True,"Netflix, wavve, Netflix basic with Ads",Ahn Gooc-jin,49,0 DAYS,4 DAYS,132 DAYS,87.0
gidongjeonsa-geondam-seed,기동전사 건담 SEED,機動戦士ガンダムSEED,tv,"Sci-Fi, War, Action, Anime, Dramas","SF, 전쟁, 액션, 애니메이션, 드라마",2002,24분,15,일본,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",N/A,18,0 DAYS,11 DAYS,179 DAYS,24.0
punisher-war-zone,퍼니셔 2,Punisher: War Zone,movie,"Crime, Thriller, Action, Dramas","범죄, 스릴러, 액션, 드라마",2008,1시간 43분,N/A,"독일, 미국, 캐나다",5.9,68k,False,"Netflix, Netflix basic with Ads",Lexi Alexander,13,0 DAYS,14 DAYS,160 DAYS,103.0
gugminsahyeongtupyo,국민사형투표,N/A,tv,"Thriller, Crime, Dramas","스릴러, 범죄, 드라마",2023,1시간 12분,15,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Park Shin-woo,4,8 DAYS,35 DAYS,318 DAYS,72.0
joi-raideu,조이 라이드,Joy Ride,movie,Comedy,코미디,2023,1시간 34분,N/A,"캐나다, 영국, 미국",6.4,26k,True,"Netflix, wavve, Netflix basic with Ads",Adele Lim,32,0 DAYS,28 DAYS,414 DAYS,94.0
abbadeul,아빠들,The Dads,movie,Documentary,다큐멘터리,2023,12분,N/A,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Luchina Fisher,4,1 DAYS,2 DAYS,6 DAYS,12.0
peeori-teil,페어리 테일,フェアリーテイル,tv,"Comedy, Thriller, Sci-Fi, Anime, Action, Family, Fantasy","코미디, 스릴러, SF, 애니메이션, 액션, 가족, 판타지",2009,24분,12,일본,7.9,29k,True,"Watcha, Netflix basic with Ads, Netflix, Naver Store",Shinji Ishihira,9,2 DAYS,39 DAYS,1405 DAYS,24.0
nuni-busige,눈이 부시게,N/A,tv,"Dramas, Comedy, Fantasy, Romance","드라마, 코미디, 판타지, 로맨스",2019,1시간 6분,15,대한민국,N/A,N/A,True,"Netflix, Disney Plus, Netflix basic with Ads, Naver Store",Kim Sok-yun,1,13 DAYS,31 DAYS,881 DAYS,66.0
tajja-weon-aideu-jaeg,타짜: 원 아이드 잭,N/A,movie,"Dramas, Crime, Thriller","드라마, 범죄, 스릴러",2019,2시간 19분,N/A,대한민국,6.0,732,True,"Netflix, wavve, Netflix basic with Ads",Kwon O-kwang,75,0 DAYS,2 DAYS,109 DAYS,139.0
euracaca-waikiki,으라차차 와이키키,N/A,tv,"Dramas, Comedy","드라마, 코미디",2018,1시간 6분,15,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",Lee Chang-min,15,0 DAYS,8 DAYS,434 DAYS,66.0
jane,꿈의 제인,N/A,movie,"Dramas, Thriller","드라마, 스릴러",2016,1시간 44분,N/A,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Cho Hyun-hoon,5,3 DAYS,26 DAYS,594 DAYS,104.0
res-go,렛 고,Släpp taget,movie,Dramas,드라마,2024,1시간 50분,N/A,스웨덴,7.0,412,False,"Netflix, Netflix basic with Ads",Josephine Bornebusch,4,1 DAYS,4 DAYS,4 DAYS,110.0
pvdh,파우다: 혼돈,פאודה,tv,"Action, War, Dramas, Thriller","액션, 전쟁, 드라마, 스릴러",2015,41분,19,이스라엘,8.3,39k,False,"Netflix, Netflix basic with Ads",N/A,1,4 DAYS,63 DAYS,1055 DAYS,41.0
rurouni-kenshin,바람의 검심,るろうに剣心,movie,"Action, Fantasy, War, History, Dramas","액션, 판타지, 전쟁, 역사, 드라마",2012,2시간 14분,N/A,일본,7.4,30k,False,"Netflix, Netflix basic with Ads",Keishi Otomo,40,0 DAYS,6 DAYS,207 DAYS,134.0
inventing-anna,애나 만들기,Inventing Anna,tv,Dramas,드라마,2022,1시간 8분,19,미국,6.9,84k,False,"Netflix, Netflix basic with Ads",N/A,1,6 DAYS,67 DAYS,329 DAYS,68.0
the-expendables,익스펜더블,The Expendables,movie,"Thriller, Action","스릴러, 액션",2010,1시간 43분,N/A,"불가리아, 미국",6.4,369k,False,"Netflix, Netflix basic with Ads",Sylvester Stallone,3,1 DAYS,15 DAYS,208 DAYS,103.0
the-lord-of-the-rings-the-two-towers,반지의 제왕: 두 개의 탑,The Lord of the Rings: The Two Towers,movie,"Action, Fantasy, Dramas","액션, 판타지, 드라마",2002,2시간 59분,N/A,"뉴질랜드, 미국",N/A,N/A,True,"wavve, Netflix, Naver Store, Amazon Prime Video, Netflix basic with Ads",Peter Jackson,10,2 DAYS,185 DAYS,2730 DAYS,179.0
sanae-majseon,SANAE MATSEON,Business Proposal,tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2022,1시간 1분,15,대한민국,8.1,28k,True,"Netflix, wavve, Netflix basic with Ads",N/A,2,8 DAYS,25 DAYS,372 DAYS,61.0
misyeon-impaseobeul-3,미션 임파서블 3,Mission: Impossible III,movie,"Thriller, Action","스릴러, 액션",2006,2시간 6분,15,미국,6.9,397k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",J.J. Abrams,8,1 DAYS,72 DAYS,1132 DAYS,126.0
inseojeonteu,인서전트,Insurgent,movie,"Thriller, Action, Sci-Fi","스릴러, 액션, SF",2015,1시간 59분,15,"캐나다, 미국",6.2,260k,True,"Netflix, Naver Store",Robert Schwentke,2,4 DAYS,208 DAYS,1244 DAYS,119.0
bunnoyi-jilju-deo-orijineol,분노의 질주: 더 오리지널,Fast & Furious,movie,"Dramas, Thriller, Action, Crime","드라마, 스릴러, 액션, 범죄",2009,1시간 47분,15,"미국, 일본",6.5,317k,True,"wavve, Netflix, Naver Store, Amazon Prime Video, Netflix basic with Ads",Justin Lin,8,3 DAYS,56 DAYS,377 DAYS,107.0
syaedouyi-13,섀도우의 13,The Shadow Strays,movie,"Action, Crime, Thriller","액션, 범죄, 스릴러",2024,2시간 25분,N/A,"미국, 인도네시아",N/A,N/A,False,"Netflix, Netflix basic with Ads",Timo Tjahjanto,2,2 DAYS,9 DAYS,21 DAYS,145.0
the-dark-knight-rises,다크 나이트 라이즈,The Dark Knight Rises,movie,"Dramas, Thriller, Action","드라마, 스릴러, 액션",2012,2시간 44분,15,"영국, 미국",N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Christopher Nolan,1,8 DAYS,209 DAYS,2986 DAYS,164.0
ninja-eossaesin,닌자 어쌔신,Ninja Assassin,movie,"Action, Thriller, Unknown","액션, 스릴러, 유럽에서 제작",2009,1시간 39분,N/A,"독일, 미국, 프랑스",6.3,76k,True,"Netflix, wavve, Netflix basic with Ads",James McTeigue,20,0 DAYS,3 DAYS,70 DAYS,99.0
naceume-uinjang,나츠메 우인장,夏目友人帳,tv,"Anime, Comedy, Thriller, Fantasy, Horror, Dramas","애니메이션, 코미디, 스릴러, 판타지, 공포, 드라마",2008,24분,15,일본,N/A,N/A,True,"Netflix, Watcha, Netflix basic with Ads, Naver Store",N/A,1,1 DAYS,11 DAYS,403 DAYS,24.0
my-big-fat-greek-wedding-3,나의 그리스식 웨딩 3,My Big Fat Greek Wedding 3,movie,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2023,1시간 32분,N/A,미국,5.2,11k,True,"Netflix, wavve, Netflix basic with Ads",Nia Vardalos,103,0 DAYS,0 DAYS,39 DAYS,92.0
honryedaeceob,혼례대첩,N/A,tv,"Comedy, Dramas, History, Romance","코미디, 드라마, 역사, 로맨스",2023,1시간 2분,15,대한민국,7.5,659,True,"Netflix, wavve, Netflix basic with Ads","Hwang Seung-ki , Kim Soo-jin",2,4 DAYS,19 DAYS,243 DAYS,62.0
keipeu-pieo-1991,케이프 피어,Cape Fear,movie,"Crime, Thriller, Unknown","범죄, 스릴러, 유럽에서 제작",1991,2시간 8분,N/A,미국,7.3,222k,False,"Netflix, Netflix basic with Ads",Martin Scorsese,4,1 DAYS,17 DAYS,240 DAYS,128.0
du-gyohwang,두 교황,The Two Popes,movie,"Dramas, History, Comedy","드라마, 역사, 코미디",2019,2시간 5분,15,미국,7.6,135k,False,"Netflix, Netflix basic with Ads",Fernando Meirelles,1,3 DAYS,48 DAYS,360 DAYS,125.0
ja-daeum-bun-oseyo,"자, 다음 분 오세요","Thank You, Next",tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2024,44분,15,터키,5.9,15k,False,"Netflix, Netflix basic with Ads",Bertan Başaran,2,2 DAYS,9 DAYS,180 DAYS,44.0
agmawayi-tokeusyo,악마와의 토크쇼,Late Night with the Devil,movie,Horror,공포,2024,1시간 26분,15,"호주, 아랍에미리트, 미국",7.0,98k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store","Cameron Cairnes , Colin Cairnes",1,37 DAYS,237 DAYS,248 DAYS,86.0
bab-jal-sajuneun-yebbeun-nuna,밥 잘 사주는 예쁜 누나,N/A,tv,"Dramas, Romance","드라마, 로맨스",2018,1시간 13분,15,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",Ahn Pan-seok,5,3 DAYS,25 DAYS,302 DAYS,73.0
grace-and-frankie,그레이스 앤 프랭키,Grace and Frankie,tv,"Dramas, Comedy","드라마, 코미디",2015,29분,19,미국,8.2,58k,False,"Netflix, Netflix basic with Ads",N/A,12,0 DAYS,38 DAYS,1175 DAYS,29.0
seipeu-hauseu,세이프 하우스,Safe House,movie,"Action, Thriller","액션, 스릴러",2012,1시간 55분,15+,미국,6.7,241k,True,"wavve, Netflix, Naver Store, Amazon Prime Video, Netflix basic with Ads",Daniel Espinosa,3,3 DAYS,20 DAYS,217 DAYS,115.0
borgen-power-and-glory,"비르기트: 왕국, 권력, 영광","Borgen - Riget, Magten og Æren",tv,"War, Dramas, Unknown","전쟁, 드라마, 유럽에서 제작",2022,58분,15,덴마크,8.5,31k,False,"Netflix, Netflix basic with Ads",N/A,1,4 DAYS,21 DAYS,509 DAYS,58.0
eonpeuroseutideu-pabtareuteu-seutori,언프로스티드,Unfrosted,movie,"Comedy, History","코미디, 역사",2024,1시간 37분,15,미국,5.5,32k,False,"Netflix, Netflix basic with Ads",Jerry Seinfeld,1,2 DAYS,20 DAYS,180 DAYS,97.0
you-me-her,"당신과 나, 그리고 그녀",You Me Her,tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2016,27분,19,"미국, 캐나다",7.0,11k,False,"Netflix, Netflix basic with Ads",N/A,1,7 DAYS,68 DAYS,1761 DAYS,27.0
peppa-pig,페파 피그,Peppa Pig,tv,"Anime, Comedy, Family","애니메이션, 코미디, 가족",2004,6분,ALL,영국,6.3,7k,True,"Netflix, Netflix basic with Ads, Amazon Prime Video",N/A,10,1 DAYS,8 DAYS,742 DAYS,6.0
molriseu-geim,몰리스 게임,Molly's Game,movie,"Dramas, Crime","드라마, 범죄",2017,2시간 20분,15,"미국, 캐나다, China",7.4,192k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Aaron Sorkin,5,1 DAYS,144 DAYS,1222 DAYS,140.0
baegabondeu,VAGABOND,배가본드,tv,"Action, Dramas, Thriller","액션, 드라마, 스릴러",2019,1시간 3분,15,대한민국,8.1,12k,True,"Netflix, Netflix basic with Ads, Watcha",Yoo In-sik,80,0 DAYS,3 DAYS,41 DAYS,63.0
taeyangeun-eobsda,태양은 없다,N/A,movie,"Dramas, Crime","드라마, 범죄",1999,1시간 48분,N/A,대한민국,6.6,436,False,"Netflix, Netflix basic with Ads",Kim Sung-soo,18,0 DAYS,8 DAYS,119 DAYS,108.0
peurangkensyutainyi-sarang,프랑켄슈타인의 사랑,フランケンシュタインの恋,tv,"Sci-Fi, Romance","SF, 로맨스",2017,57분,15,일본,6.4,43,False,"Netflix, Netflix basic with Ads",N/A,42,0 DAYS,1 DAYS,32 DAYS,57.0
deo-mun-2023,더 문,N/A,movie,"Dramas, Action, Sci-Fi","드라마, 액션, SF",2023,2시간 9분,N/A,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Kim Yong-hwa,14,0 DAYS,8 DAYS,232 DAYS,129.0
leo-2023-1,레오,Leo,movie,"Anime, Comedy, Family","애니메이션, 코미디, 가족",2023,1시간 42분,N/A,"미국, 호주",7.0,40k,False,Netflix,"Robert Smigel , Robert Marianetti , David Wachtenheim",4,1 DAYS,19 DAYS,62 DAYS,102.0
kong-seukeol-ailraendeu,콩: 스컬 아일랜드,Kong: Skull Island,movie,"Action, Fantasy, Sci-Fi","액션, 판타지, SF",2017,1시간 58분,N/A,"미국, China",6.7,356k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Jordan Vogt-Roberts,1,15 DAYS,229 DAYS,1490 DAYS,118.0
before-the-devil-knows-youre-dead,악마가 너의 죽음을 알기 전에,Before the Devil Knows You're Dead,movie,"Thriller, Dramas, Crime, Unknown","스릴러, 드라마, 범죄, 유럽에서 제작",2007,1시간 57분,N/A,"미국, 영국",7.3,114k,True,"Netflix, wavve, Netflix basic with Ads",Sidney Lumet,6,1 DAYS,11 DAYS,296 DAYS,117.0
haikuki,하이쿠키,N/A,tv,"Crime, Sci-Fi, Dramas","범죄, SF, 드라마",2023,32분,19,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Song Min-yeop,1,5 DAYS,15 DAYS,228 DAYS,32.0
jeomseoneul-ddara-jjijeora,점선을 따라 찢어라,Strappare lungo i bordi,tv,"Anime, Comedy, Dramas","애니메이션, 코미디, 드라마",2021,19분,15,이탈리아,8.6,15k,False,"Netflix, Netflix basic with Ads",N/A,1,1 DAYS,14 DAYS,225 DAYS,19.0
yeogieneun-bol-geosi-eobseoyo,눈먼 세상에서 스탠드업,Ojitos de huevo,tv,"Comedy, Dramas","코미디, 드라마",2023,25분,19,멕시코,7.5,765,False,"Netflix, Netflix basic with Ads",N/A,98,0 DAYS,1 DAYS,19 DAYS,25.0
urideulyi-beulruseu,우리들의 블루스,N/A,tv,"Dramas, Romance","드라마, 로맨스",2022,1시간 6분,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,4,11 DAYS,33 DAYS,380 DAYS,66.0
hwansangyi-jamae,환상의 자매,Las hermanas fantásticas,movie,"Comedy, Dramas","코미디, 드라마",2024,1시간 24분,N/A,Arjantin,5.1,680,False,"Netflix, Netflix basic with Ads",Fabiana Tiscornia,2,1 DAYS,2 DAYS,6 DAYS,84.0
the-homesman,더 홈즈맨,The Homesman,movie,"Western, Dramas, Unknown","서부, 드라마, 유럽에서 제작",2014,2시간 2분,N/A,"미국, 프랑스",6.6,36k,True,"Netflix, wavve",Tommy Lee Jones,3,8 DAYS,19 DAYS,421 DAYS,122.0
redi-ses-reobeu,레디 셋 러브,เกมชนคนโสด,tv,"Comedy, Thriller","코미디, 스릴러",2024,1시간 9분,12,태국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Yanyong Kuruaungkoul,24,0 DAYS,1 DAYS,9 DAYS,69.0
one-of-us-is-lying,누군가는 거짓말을 하고 있다,One of Us Is Lying,tv,"Dramas, Crime, Thriller","드라마, 범죄, 스릴러",2021,49분,N/A,미국,6.9,16k,False,Netflix,N/A,1,6 DAYS,11 DAYS,312 DAYS,49.0
benom,베놈,Venom,movie,"Sci-Fi, Action","SF, 액션",2018,1시간 52분,15,"China, 미국",6.6,556k,True,"Watcha, wavve, Naver Store",Ruben Fleischer,1,101 DAYS,655 DAYS,1863 DAYS,112.0
we-were-kings,우리는 왕이었다,We Were Kings,tv,"Dramas, Crime","드라마, 범죄",2024,38분,19,멕시코,5.7,115,False,"Netflix, Netflix basic with Ads",Mauricio Lule,10,1 DAYS,2 DAYS,12 DAYS,38.0
sweet-tooth,스위트 투스: 사슴뿔을 가진 소년,Sweet Tooth,tv,"Sci-Fi, Action, Dramas, Fantasy","SF, 액션, 드라마, 판타지",2021,48분,15,미국,7.7,74k,False,"Netflix, Netflix basic with Ads",N/A,2,20 DAYS,122 DAYS,797 DAYS,48.0
fiasco,이 영화는 망했어!,Fiasco,tv,Comedy,코미디,2024,37분,19,프랑스,N/A,N/A,False,"Netflix, Netflix basic with Ads",Igor Gotesman,2,1 DAYS,5 DAYS,21 DAYS,37.0
hyangsu-eoneu-salinjayi-iyagi,향수: 어느 살인자의 이야기,Perfume: The Story of a Murderer,movie,"Fantasy, Dramas, Crime, Unknown","판타지, 드라마, 범죄, 유럽에서 제작",2006,2시간 27분,15,"벨기에, 프랑스, 독일, 스페인, 미국",7.5,269k,True,"Netflix, wavve, Netflix basic with Ads",Tom Tykwer,1,5 DAYS,35 DAYS,602 DAYS,147.0
ceongongyi-seong-rapyuta,천공의 성 라퓨타,天空の城ラピュタ,movie,"Fantasy, Anime, Action, Family","판타지, 애니메이션, 액션, 가족",1986,2시간 4분,N/A,일본,8.0,187k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Hayao Miyazaki,13,0 DAYS,11 DAYS,227 DAYS,124.0
hardcore-henry,하드코어 헨리,Hardcore Henry,movie,"Action, Sci-Fi, Thriller","액션, SF, 스릴러",2016,1시간 36분,N/A,"China, 러시아",6.7,104k,True,"Netflix, wavve, Netflix basic with Ads, Watcha",Ilya Naishuller,1,4 DAYS,48 DAYS,700 DAYS,96.0
anaconda,아나콘다,Anaconda,movie,"Horror, Thriller, Action","공포, 스릴러, 액션",1997,1시간 29분,N/A,"페루, 미국, 브라질",4.9,114k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Luis Llosa,21,0 DAYS,3 DAYS,68 DAYS,89.0
jangreuman-romaenseu,장르만 로맨스,N/A,movie,"Dramas, Romance, Comedy","드라마, 로맨스, 코미디",2021,1시간 53분,15,대한민국,6.1,188,True,"Netflix, Netflix basic with Ads, Naver Store",Cho Eun-ji,5,3 DAYS,16 DAYS,133 DAYS,113.0
